,Number of Medicare Beneficiaries-2012,Total Drug Medicare Payment Amount-2012,Total Medical Medicare Payment Amount-2012,Number of Medicare Beneficiaries-2013,Total Drug Medicare Payment Amount-2013,Total Medical Medicare Payment Amount-2013,Number of Medicare Beneficiaries-2014,Total Drug Medicare Payment Amount-2014,Total Medical Medicare Payment Amount-2014,Number of Medicare Beneficiaries-2015,Total Drug Medicare Payment Amount-2015,Total Medical Medicare Payment Amount-2015,Number of Medicare Beneficiaries-2016,Total Drug Medicare Payment Amount-2016,Total Medical Medicare Payment Amount-2016,Number of Medicare Beneficiaries-2017,Total Drug Medicare Payment Amount-2017,Total Medical Medicare Payment Amount-2017,Number of Medicare Beneficiaries-2018,Total Drug Medicare Payment Amount-2018,Total Medical Medicare Payment Amount-2018
1326139981,772.0,0.0,278907.28,770.0,0.0,262621.86,762.0,0.0,259692.82,763.0,0.0,257324.44,720.0,0.0,255121.02,681.0,0.0,198597.41,764.0,0.0,256258.53
1326146630,90.0,0.0,28000.83,146.0,0.0,55053.08,171.0,0.0,74278.74,,,,,,,193.0,0.0,46535.39,436.0,0.0,168510.75
1326146937,135.0,,,171.0,0.0,121700.46,205.0,0.0,108143.92,207.0,,,227.0,0.0,124380.38,239.0,0.0,139437.22,257.0,0.0,108716.1
1326151531,125.0,0.0,37141.68,122.0,0.0,33607.07,120.0,0.0,36174.31,92.0,0.0,27841.57,104.0,0.0,28984.09,126.0,0.0,33741.83,116.0,0.0,18925.79
1326225137,249.0,,,289.0,0.0,130447.34,345.0,0.0,143200.12,408.0,0.0,188443.97,484.0,,,569.0,,,649.0,,
1326230822,869.0,,,943.0,,,928.0,,,906.0,,,941.0,,,934.0,,,958.0,,
1326257569,1128.0,57758.79,885180.14,1108.0,26110.36,781589.8,990.0,21439.78,693158.76,920.0,44893.87,625407.86,860.0,78975.19,486454.13,827.0,79670.17,340498.43,862.0,168652.24,343463.08
1326300377,,,,,,,,,,,,,119.0,0.0,18321.69,436.0,0.0,85488.48,333.0,0.0,118466.72
1326304809,,,,,,,,,,,,,,,,,,,859.0,0.0,271117.53
1326330630,,,,,,,11.0,0.0,3819.22,31.0,0.0,11509.19,27.0,0.0,12180.33,,,,,,
1326380577,,,,,,,,,,,,,,,,32.0,0.0,4442.86,43.0,0.0,7379.49
1326468661,,,,,,,,,,,,,,,,50.0,0.0,7798.49,240.0,0.0,50589.35
1336112812,,,,,,,,,,,,,,,,,,,299.0,16371.09,165731.84
1336120005,382.0,,,379.0,,,403.0,14180.07,211835.8,384.0,15919.32,197339.17,390.0,14944.28,196311.68,365.0,14538.48,155930.89,360.0,13505.31,165325.87
1336130525,1853.0,0.0,300667.34,2082.0,0.0,365218.84,2177.0,0.0,388336.63,2773.0,0.0,577544.76,2639.0,0.0,541244.24,2404.0,0.0,494424.86,2376.0,0.0,512708.55
1336131408,741.0,720447.94,531391.03,740.0,1280575.34,397210.61,744.0,1480310.37,364075.49,750.0,1645975.84,383666.9,735.0,1658557.77,375937.17,785.0,1757082.74,390012.62,790.0,1806385.86,419180.77
1336132919,868.0,213614.84,416701.04,1012.0,365895.47,434031.42,1051.0,722219.89,451746.61,1087.0,684851.22,452402.72,1047.0,860161.7,397564.04,1097.0,1016928.98,433743.92,1188.0,1035509.22,529867.17
1336138924,1042.0,0.0,484961.61,1009.0,0.0,415204.76,1018.0,0.0,452125.74,1045.0,0.0,473074.84,1073.0,0.0,466655.15,1054.0,0.0,478873.41,1018.0,0.0,473377.27
1336142892,255.0,0.0,97404.63,254.0,0.0,106209.3,258.0,0.0,96052.87,236.0,0.0,73014.48,205.0,0.0,84020.56,150.0,0.0,56237.19,168.0,0.0,59371.57
1336153816,299.0,,,321.0,0.0,124801.57,344.0,0.0,99469.38,383.0,,,502.0,,,554.0,,,654.0,,
1336165190,222.0,0.0,57170.39,204.0,0.0,52273.94,196.0,0.0,53973.81,178.0,0.0,45551.11,133.0,0.0,10386.3,,,,,,
1336167618,1191.0,0.0,258729.93,1302.0,0.0,275969.92,1283.0,0.0,284837.01,1188.0,0.0,289976.71,1408.0,0.0,304802.7,1543.0,0.0,332401.52,1641.0,0.0,384293.28
1336176072,1680.0,0.0,451732.36,1702.0,0.0,502409.75,1795.0,0.0,514046.8,1876.0,0.0,513567.97,1892.0,0.0,399074.0,1747.0,0.0,388523.05,1867.0,0.0,423656.69
1336176197,940.0,0.0,174067.08,913.0,0.0,147724.0,870.0,0.0,148158.85,775.0,0.0,135670.93,507.0,0.0,82435.2,387.0,0.0,61388.47,353.0,0.0,55074.29
1336176312,869.0,0.0,196088.09,923.0,0.0,201232.28,1007.0,0.0,217803.55,1150.0,0.0,185517.46,1067.0,0.0,182457.41,1245.0,0.0,275435.72,1194.0,0.0,276369.24
1336177245,1122.0,0.0,406763.39,1321.0,0.0,368232.43,1322.0,0.0,375033.32,1309.0,0.0,429388.62,1526.0,0.0,467645.89,1396.0,0.0,440203.61,1317.0,0.0,443474.65
1336195486,800.0,,,831.0,,,836.0,0.0,145364.36,986.0,0.0,126430.38,941.0,0.0,108066.28,929.0,0.0,104038.84,966.0,0.0,108677.36
1336220433,466.0,168962.67,180791.62,488.0,126911.59,172500.5,573.0,111734.27,184290.2,626.0,105183.89,220590.96,687.0,144827.9,244904.57,750.0,165829.13,219558.23,770.0,183289.62,251380.42
1336236165,150.0,0.0,35534.78,163.0,0.0,41076.03,131.0,0.0,31823.05,130.0,0.0,31331.87,240.0,0.0,53634.6,190.0,0.0,40992.36,131.0,0.0,26477.9
1336250117,22.0,0.0,4849.63,30.0,0.0,8034.47,35.0,0.0,11042.09,28.0,0.0,6775.06,28.0,0.0,6085.94,29.0,0.0,6935.59,24.0,0.0,7578.62
1336293406,666.0,530564.41,644053.82,809.0,1046659.16,591929.79,879.0,860042.37,620616.65,897.0,882573.68,632136.38,938.0,790318.07,704846.21,1001.0,814211.13,719921.73,1113.0,1119335.19,844968.57
1336309681,329.0,0.0,76730.47,427.0,0.0,79130.63,537.0,0.0,90606.56,1038.0,0.0,172073.72,1046.0,0.0,207598.19,1089.0,0.0,244498.29,1080.0,0.0,252341.96
1336327683,,,,,,,869.0,296236.23,432392.24,850.0,599190.66,303810.47,202.0,253311.56,107842.34,254.0,249033.27,129614.29,283.0,317897.23,127036.47
1336344878,657.0,,,639.0,,,619.0,,,605.0,,,549.0,,,501.0,,,454.0,,
1336374123,,,,232.0,,,123.0,0.0,13245.36,,,,,,,,,,389.0,7329.81,78636.71
1336381748,,,,42.0,0.0,3016.85,323.0,,,761.0,,,894.0,,,843.0,12062.76,238958.64,985.0,16554.93,338140.16
1336460583,,,,,,,,,,,,,,,,,,,31.0,0.0,6060.38
1346212354,1116.0,0.0,244314.8,1251.0,0.0,288015.92,1177.0,0.0,282635.74,1088.0,0.0,251200.93,1120.0,0.0,241062.39,1087.0,0.0,232006.94,1145.0,0.0,272485.12
1346221728,2166.0,0.0,567726.69,2145.0,,,2238.0,,,2371.0,,,2467.0,,,2307.0,,,2417.0,,
1346224557,659.0,3122.63,298520.67,699.0,4801.31,287186.33,660.0,6375.1,224662.71,606.0,159315.79,283120.66,733.0,198918.17,310610.6,671.0,178758.99,299382.96,492.0,60047.88,195578.19
1346226081,1344.0,,,1040.0,,,893.0,,,979.0,,,889.0,,,611.0,,,512.0,,
1346230042,63.0,0.0,5499.48,,,,,,,,,,,,,,,,,,
1346234465,487.0,0.0,105384.15,487.0,0.0,120081.41,437.0,0.0,101858.76,471.0,0.0,100280.37,560.0,0.0,111303.33,598.0,0.0,121269.9,567.0,0.0,124231.49
1346239803,856.0,,,993.0,0.0,226123.05,971.0,,,918.0,,,593.0,,,,,,,,
1346263191,278.0,0.0,74855.75,250.0,0.0,63830.27,238.0,0.0,57610.89,225.0,0.0,46758.39,224.0,0.0,44246.77,172.0,0.0,37463.33,188.0,0.0,44772.1
1346263357,123.0,0.0,92409.28,194.0,0.0,135970.81,220.0,0.0,80369.28,146.0,64.91,151457.14,218.0,168.9,233462.73,265.0,46.44,242977.68,363.0,0.0,205310.75
1346270097,133.0,0.0,25703.85,,,,,,,,,,,,,,,,,,
1346274024,508.0,0.0,167298.98,523.0,,,731.0,0.0,217149.56,737.0,0.0,229848.08,664.0,0.0,177345.64,848.0,0.0,272614.35,911.0,0.0,288059.24
1346275484,173.0,0.0,126174.15,210.0,0.0,135720.5,260.0,0.0,153073.49,284.0,0.0,178002.35,294.0,0.0,157698.74,316.0,0.0,163774.59,349.0,0.0,202841.56
1346276573,35.0,0.0,1788.54,72.0,0.0,6185.0,52.0,0.0,4422.07,50.0,0.0,4160.26,57.0,0.0,4550.65,45.0,0.0,3055.88,22.0,0.0,848.64
1346292224,659.0,0.0,238166.22,735.0,0.0,220461.95,786.0,0.0,258139.08,784.0,0.0,250418.89,867.0,0.0,239493.64,877.0,0.0,236608.66,901.0,0.0,242169.82
1346314077,136.0,0.0,160404.95,149.0,0.0,147050.97,117.0,0.0,125500.77,99.0,0.0,108634.61,106.0,0.0,113647.81,100.0,0.0,119488.07,94.0,0.0,143520.11
1346320645,112.0,5278.76,99638.18,237.0,21932.67,70345.47,250.0,31812.53,76187.55,221.0,58981.91,74703.47,238.0,40402.09,79835.79,190.0,14030.84,40989.71,174.0,,
1346353406,,,,,,,12.0,0.0,3600.04,,,,20.0,0.0,4652.17,19.0,0.0,3005.92,15.0,0.0,2081.15
1346359270,773.0,,,776.0,,,926.0,,,853.0,,,455.0,0.0,52843.07,311.0,0.0,37938.23,193.0,0.0,23258.29
1346372398,61.0,0.0,5210.72,,,,,,,,,,,,,,,,,,
1346377439,61.0,0.0,2982.64,81.0,0.0,5810.25,55.0,0.0,2798.61,73.0,0.0,4613.73,54.0,0.0,3481.88,31.0,0.0,1483.56,45.0,0.0,2447.95
1346384864,742.0,0.0,311273.1,813.0,0.0,346019.21,785.0,0.0,281118.06,736.0,0.0,252145.36,636.0,0.0,208416.72,592.0,0.0,211120.84,645.0,0.0,247195.0
1346398120,,,,,,,,,,,,,11.0,0.0,1776.06,11.0,0.0,445.54,25.0,0.0,3244.97
1346398740,1295.0,0.0,147893.09,898.0,0.0,105197.64,830.0,0.0,106977.13,749.0,0.0,90319.85,649.0,0.0,78551.62,606.0,0.0,69803.98,552.0,0.0,66468.25
1346404340,69.0,,,37.0,,,20.0,,,67.0,,,146.0,,,253.0,,,178.0,,
1346415395,77.0,0.0,11732.41,158.0,0.0,25384.23,152.0,0.0,23929.57,90.0,0.0,19773.73,161.0,0.0,54479.25,94.0,0.0,35566.54,212.0,0.0,51411.58
1346420221,,,,,,,,,,,,,11.0,0.0,2656.25,14.0,0.0,2979.56,15.0,,
1346420437,813.0,0.0,249148.16,898.0,0.0,219530.36,885.0,0.0,258766.54,869.0,0.0,213067.33,874.0,0.0,199170.96,827.0,0.0,186392.99,804.0,0.0,202417.29
1346425964,,,,,,,,,,48.0,0.0,8340.44,241.0,0.0,57697.93,317.0,0.0,74935.6,198.0,0.0,66310.61
1346426293,640.0,,,682.0,1810.03,634422.72,766.0,,,765.0,,,792.0,60422.14,623966.18,857.0,,,874.0,,
1346434370,47.0,0.0,3183.5,,,,,,,,,,,,,,,,,,
1346450418,,,,,,,,,,14.0,0.0,1698.96,,,,,,,11.0,0.0,1796.6
1346463460,724.0,0.0,194200.55,659.0,0.0,182863.57,644.0,0.0,182261.81,614.0,0.0,176526.25,599.0,0.0,156141.96,584.0,0.0,150070.71,541.0,0.0,139539.3
1346501137,,,,,,,,,,,,,,,,54.0,0.0,6176.67,208.0,0.0,39792.29
1346509205,,,,,,,,,,,,,,,,,,,183.0,3789.93,49245.09
1346530441,,,,,,,,,,,,,,,,,,,837.0,0.0,454667.17
1346535168,,,,,,,,,,31.0,0.0,5309.22,25.0,,,,,,16.0,,
1346685633,,,,,,,,,,,,,,,,163.0,,,,,
1346685971,,,,,,,,,,,,,,,,62.0,,,76.0,,
1346687233,,,,,,,,,,,,,,,,,,,171.0,0.0,29854.53
1356317879,,,,,,,625.0,0.0,182326.48,525.0,0.0,119874.98,,,,,,,,,
1356344485,1831.0,0.0,603969.03,1920.0,0.0,588374.55,1971.0,0.0,665847.87,2063.0,0.0,670736.54,2091.0,0.0,611919.17,2165.0,0.0,629207.33,2218.0,0.0,677099.04
1356361109,334.0,0.0,155967.1,473.0,,,524.0,,,524.0,,,583.0,,,646.0,0.0,301129.75,691.0,0.0,302884.85
1356365654,90.0,0.0,22615.27,87.0,0.0,12095.56,110.0,0.0,12266.37,18.0,0.0,1019.18,109.0,0.0,22697.29,89.0,,,,,
1356373567,229.0,0.0,71413.4,251.0,0.0,74542.98,240.0,0.0,59228.96,257.0,0.0,49289.89,217.0,0.0,42973.17,250.0,0.0,49311.02,,,
1356376180,209.0,0.0,61361.9,200.0,0.0,67484.5,172.0,0.0,41265.03,186.0,0.0,64652.29,162.0,0.0,56124.26,170.0,0.0,53912.79,166.0,0.0,88799.71
1356376347,343.0,0.0,70786.7,306.0,0.0,57339.22,268.0,0.0,55629.49,264.0,0.0,64484.9,219.0,0.0,36022.58,205.0,0.0,24380.9,203.0,0.0,21574.11
1356376958,464.0,0.0,166597.06,533.0,0.0,192656.53,234.0,0.0,67083.83,175.0,0.0,29590.87,227.0,0.0,50635.03,318.0,0.0,65874.19,309.0,0.0,79104.66
1356409882,629.0,132291.7,284872.21,679.0,278561.49,296519.48,712.0,455616.5,357487.09,645.0,470236.38,309060.1,736.0,0.0,310735.34,821.0,0.0,308656.16,903.0,0.0,327316.67
1356411771,63.0,0.0,7024.59,30.0,0.0,635.98,16.0,0.0,396.64,,,,,,,,,,,,
1356430797,433.0,,,269.0,,,,,,,,,127.0,,,192.0,,,184.0,,
1356439038,732.0,47667.04,423105.25,728.0,46816.72,339542.08,744.0,69572.58,344204.61,662.0,78302.4,315580.92,602.0,179614.97,297632.14,660.0,47668.83,382691.68,12.0,0.0,2464.1
1356442974,546.0,0.0,75747.23,468.0,0.0,72935.3,496.0,0.0,76042.44,448.0,0.0,64124.92,469.0,0.0,78763.02,550.0,0.0,89066.93,510.0,0.0,88321.78
1356542682,451.0,52285.12,126159.18,275.0,99596.93,105781.78,317.0,175267.26,140417.54,275.0,186216.23,115457.96,315.0,277747.54,136352.97,355.0,327744.92,154276.03,506.0,375712.67,215283.07
1356586549,,,,43.0,0.0,6138.75,,,,,,,53.0,,,,,,,,
1356652820,,,,,,,,,,42.0,0.0,4133.92,40.0,0.0,3253.24,,,,181.0,0.0,43485.78
1356664429,,,,,,,293.0,,,422.0,10286.04,150214.14,265.0,15759.38,122621.65,261.0,26654.36,108926.26,287.0,27657.2,123197.83
1366404469,735.0,0.0,214160.37,773.0,0.0,230541.41,769.0,0.0,193442.09,711.0,0.0,202262.06,722.0,0.0,181143.65,694.0,0.0,181877.5,713.0,0.0,197508.9
1366418865,318.0,0.0,62240.93,348.0,0.0,62686.04,351.0,0.0,63145.62,345.0,,,245.0,0.0,41489.1,422.0,,,371.0,,
1366422917,1279.0,,,1221.0,,,1172.0,0.0,393958.88,1074.0,0.0,357424.84,1090.0,,,986.0,0.0,273632.61,920.0,,
1366458200,482.0,13080.97,345441.95,456.0,11844.0,291918.19,484.0,18374.26,360939.13,471.0,19237.88,313225.85,389.0,17932.24,277157.27,92.0,,,179.0,,
1366472185,313.0,,,321.0,,,279.0,,,112.0,0.0,7728.28,,,,,,,,,
1366476863,506.0,0.0,196852.63,463.0,0.0,172176.4,460.0,0.0,174800.3,438.0,0.0,157933.48,158.0,0.0,18074.12,,,,,,
1366493629,597.0,6870.35,297269.51,506.0,3262.57,261658.4,497.0,3690.25,249294.11,459.0,3138.88,214740.39,449.0,4979.15,200343.86,394.0,4741.0,150756.64,354.0,5982.53,162392.23
1366500456,365.0,0.0,113607.38,312.0,0.0,103168.31,345.0,0.0,114544.0,401.0,0.0,112117.5,442.0,0.0,140680.12,435.0,0.0,137488.75,478.0,0.0,145465.31
1366514044,812.0,455.22,774080.09,833.0,,,797.0,136090.76,743582.09,740.0,1208.29,827573.28,793.0,9376.58,789876.76,648.0,9361.49,581837.84,697.0,15362.54,600217.8
1366516981,1311.0,0.0,339461.42,1308.0,0.0,332645.38,1390.0,0.0,327313.1,1521.0,0.0,360633.62,1616.0,0.0,368323.41,1591.0,0.0,337105.33,1586.0,0.0,384382.08
1366520140,677.0,243873.07,788905.97,670.0,289971.77,418747.65,526.0,264752.65,388843.26,700.0,738959.24,459690.61,906.0,1228368.4,722984.66,1086.0,1494210.61,798556.44,1075.0,1686463.77,739152.47
1366520868,11.0,0.0,622.71,17.0,0.0,1834.15,,,,,,,,,,13.0,0.0,874.54,12.0,0.0,1061.51
1366521759,370.0,0.0,105652.41,332.0,0.0,56460.59,370.0,0.0,113381.11,344.0,0.0,77983.21,364.0,,,445.0,0.0,131285.31,,,
1366522427,1331.0,0.0,375660.08,1333.0,0.0,348828.08,1321.0,0.0,353994.58,1208.0,0.0,341513.47,1233.0,0.0,336389.93,1217.0,0.0,314914.1,1307.0,0.0,342399.99
1366529208,,,,,,,16.0,0.0,4231.33,15.0,0.0,3734.67,15.0,,,15.0,0.0,1453.43,20.0,0.0,2696.91
1366530792,,,,,,,,,,437.0,0.0,248550.08,713.0,0.0,515166.0,1009.0,0.0,761380.82,931.0,0.0,685940.54
1366533846,1249.0,0.0,343035.48,1360.0,,,1540.0,0.0,432147.15,1692.0,0.0,473568.2,1729.0,,,1790.0,0.0,584510.2,1731.0,0.0,633727.57
1366533978,761.0,0.0,290905.0,771.0,0.0,288214.76,808.0,0.0,314312.74,798.0,0.0,323156.85,794.0,0.0,286649.09,780.0,0.0,269802.97,754.0,0.0,245145.78
1366544371,1234.0,,,1287.0,,,1275.0,,,1254.0,,,1209.0,,,1102.0,,,1136.0,,
1366544488,859.0,3317.01,217303.95,892.0,3268.53,230923.7,897.0,2918.92,228146.09,925.0,3842.46,236421.06,929.0,7643.92,224912.1,880.0,7068.65,201093.72,807.0,6543.34,179904.1
1366578049,1761.0,0.0,739044.86,1674.0,0.0,679921.33,1613.0,0.0,686705.4,1649.0,0.0,680743.43,1670.0,0.0,665683.93,1562.0,0.0,582898.04,1582.0,0.0,591500.2
1366606055,33.0,0.0,5867.4,25.0,,,,,,279.0,0.0,44989.23,288.0,0.0,62506.22,353.0,0.0,76572.35,384.0,0.0,79591.42
1366618290,34.0,0.0,5094.87,17.0,0.0,906.1,14.0,0.0,595.95,,,,12.0,0.0,1215.13,18.0,0.0,1506.51,11.0,0.0,809.6
1366686727,,,,23.0,0.0,4473.26,26.0,0.0,4789.21,,,,,,,,,,,,
1366861031,,,,,,,,,,,,,,,,,,,80.0,0.0,9242.16
1366875213,,,,,,,,,,,,,,,,32.0,0.0,5368.65,412.0,0.0,77747.75
1376539296,833.0,0.0,87396.3,857.0,0.0,91781.72,285.0,0.0,19957.67,,,,,,,,,,,,
1376542894,,,,,,,,,,,,,1116.0,13987.26,551960.98,1245.0,26270.77,603326.22,1257.0,86490.99,562314.9
1376550459,1405.0,0.0,347037.08,1386.0,0.0,340798.44,1372.0,0.0,330454.43,1319.0,0.0,310435.99,1283.0,0.0,309533.76,1239.0,0.0,280802.03,1780.0,0.0,408129.1
1376555862,,,,56.0,0.0,19389.15,96.0,0.0,33545.61,151.0,0.0,48253.2,208.0,,,224.0,,,223.0,0.0,73942.36
1376584433,354.0,7754.95,186015.46,389.0,15855.12,250813.46,345.0,16163.26,205364.04,334.0,13954.09,195168.38,370.0,17289.5,215013.89,365.0,18810.73,199195.85,383.0,16353.82,196664.14
1376584599,1207.0,0.0,1173829.52,1152.0,0.0,1268382.91,1122.0,,,961.0,,,911.0,,,916.0,,,843.0,,
1376592188,843.0,0.0,177782.52,824.0,0.0,189659.41,811.0,0.0,178034.17,778.0,0.0,173679.34,780.0,0.0,169534.8,735.0,0.0,154384.79,753.0,0.0,163024.23
1376601443,275.0,0.0,62975.12,304.0,0.0,61921.88,261.0,0.0,65977.57,202.0,0.0,46844.8,159.0,0.0,34707.88,92.0,0.0,12876.71,,,
1376641647,337.0,0.0,90147.33,311.0,0.0,89658.65,265.0,0.0,76782.68,261.0,0.0,57381.87,,,,,,,,,
1376670273,58.0,0.0,62335.45,71.0,0.0,71826.38,62.0,0.0,63513.88,67.0,0.0,57788.07,70.0,0.0,81189.3,79.0,0.0,66227.82,74.0,0.0,58619.02
1376723759,1200.0,4622.9,290353.29,2085.0,42331.84,798374.92,1946.0,16112.7,824710.76,2112.0,44395.58,925911.54,2066.0,70927.95,794093.08,1978.0,60354.54,639050.79,2116.0,98476.36,681964.51
1376733402,,,,14.0,0.0,1622.15,,,,,,,,,,,,,116.0,0.0,16516.95
1376741454,232.0,,,263.0,0.0,58553.94,259.0,0.0,61997.79,265.0,,,301.0,0.0,96346.73,330.0,0.0,84694.52,387.0,,
1376749713,356.0,,,503.0,,,446.0,,,436.0,,,644.0,0.0,232750.88,722.0,0.0,268880.5,675.0,,
1376869347,,,,,,,,,,266.0,44932.85,41995.29,,,,,,,,,
1376876235,,,,16.0,0.0,2803.42,280.0,,,560.0,,,767.0,25.17,357409.07,923.0,,,1110.0,,
1386614725,678.0,0.0,124432.62,610.0,0.0,98133.81,681.0,0.0,121209.86,794.0,0.0,132256.83,647.0,0.0,101181.71,258.0,0.0,20863.09,,,
1386616019,1279.0,3888.34,531041.77,1363.0,7166.87,595338.43,1398.0,9197.93,626566.26,1192.0,9134.32,449232.73,975.0,8519.6,348779.22,986.0,5184.73,320030.29,917.0,3916.29,294835.66
1386637528,148.0,0.0,21375.1,182.0,0.0,29975.54,137.0,0.0,23260.57,119.0,0.0,19796.52,93.0,0.0,15069.57,96.0,0.0,16198.55,103.0,0.0,17146.9
1386643815,1633.0,0.0,614074.4,1740.0,0.0,669845.18,1731.0,0.0,617662.15,1670.0,0.0,561042.76,1814.0,0.0,607219.56,1809.0,0.0,608544.98,1794.0,0.0,659717.45
1386647824,1214.0,,,1078.0,,,896.0,,,880.0,,,1058.0,,,988.0,,,,,
1386674471,498.0,0.0,136150.41,542.0,0.0,147778.73,476.0,,,502.0,,,532.0,,,496.0,,,495.0,,
1386683191,1289.0,0.0,344328.32,1253.0,0.0,324634.17,1318.0,0.0,376077.0,1271.0,0.0,345701.05,1267.0,0.0,338798.26,1238.0,0.0,319910.77,1259.0,0.0,324510.86
1386684629,601.0,515206.55,466262.99,579.0,576283.48,330182.71,578.0,667176.24,303496.4,557.0,624574.01,303526.05,590.0,694666.62,309136.45,633.0,661218.0,305531.84,679.0,767818.73,302940.51
1386702819,556.0,101563.13,243914.03,583.0,193041.29,235739.11,577.0,261057.42,221050.76,488.0,93171.32,175725.7,494.0,0.0,137093.55,533.0,0.0,147669.07,484.0,0.0,143809.14
1386714509,380.0,0.0,93646.41,419.0,0.0,109673.64,466.0,0.0,119655.25,423.0,,,361.0,0.0,96329.41,310.0,,,,,
1386722023,22.0,0.0,2952.85,30.0,0.0,7628.91,26.0,0.0,2966.41,16.0,0.0,2734.26,22.0,0.0,4837.91,23.0,0.0,4155.21,22.0,0.0,5677.04
1386734770,420.0,0.0,123535.63,481.0,0.0,143585.82,494.0,0.0,145557.74,437.0,0.0,125581.28,426.0,0.0,132077.53,424.0,0.0,119011.09,424.0,0.0,146659.49
1386735249,33.0,0.0,3550.43,40.0,0.0,4362.69,24.0,0.0,2059.26,34.0,0.0,3377.3,15.0,0.0,1423.44,20.0,0.0,1918.66,,,
1386750438,1412.0,,,1645.0,,,2010.0,105197.75,504243.76,1640.0,118623.86,391389.91,1557.0,36936.89,339563.09,1042.0,97885.23,263370.74,1232.0,162130.48,349557.11
1386796209,364.0,0.0,234877.37,438.0,0.0,275832.77,311.0,0.0,135338.17,150.0,0.0,61503.29,213.0,,,280.0,0.0,144647.8,269.0,0.0,145411.57
1386806693,,,,,,,,,,,,,,,,,,,220.0,60645.3,127877.91
1386807386,132.0,23530.62,37371.66,73.0,8856.56,13467.2,48.0,2098.73,28084.37,,,,,,,,,,,,
1386822112,,,,,,,,,,25.0,0.0,9373.77,,,,55.0,0.0,9645.66,63.0,0.0,13529.15
1386822641,469.0,0.0,163098.84,408.0,0.0,123515.52,355.0,0.0,115564.73,356.0,0.0,123820.49,1218.0,,,1468.0,,,1649.0,5120.7,437122.87
1386860575,84.0,0.0,53207.79,101.0,0.0,53722.74,123.0,0.0,80371.25,118.0,0.0,108601.5,106.0,0.0,160018.33,92.0,0.0,150129.42,98.0,0.0,129402.21
1386869113,445.0,0.0,97919.56,414.0,0.0,92280.58,267.0,0.0,71694.65,200.0,0.0,50776.27,232.0,0.0,36781.93,278.0,0.0,41079.25,286.0,0.0,39203.54
1386886141,264.0,,,669.0,4059.33,188239.29,557.0,1924.99,147609.61,,,,,,,,,,,,
1386886729,,,,,,,21.0,0.0,3209.54,46.0,0.0,9417.57,64.0,0.0,21129.44,99.0,0.0,20156.36,108.0,0.0,20808.14
1386899631,,,,,,,,,,,,,,,,58.0,0.0,7281.89,57.0,0.0,7248.77
1386932069,,,,,,,,,,36.0,0.0,3203.39,,,,,,,,,
1386933240,,,,,,,,,,,,,634.0,0.0,106648.1,1091.0,0.0,267916.94,1015.0,0.0,276837.38
1386938124,83.0,,,290.0,74149.33,51308.07,164.0,133470.12,95357.92,160.0,112846.32,55884.93,,,,,,,,,
1386961423,,,,,,,125.0,3613.71,34785.66,218.0,32486.69,100806.33,714.0,26406.17,243755.01,1031.0,70693.07,580236.22,988.0,145958.44,484759.13
1386989440,,,,334.0,0.0,91414.66,357.0,179532.6,76767.59,440.0,677585.16,180995.86,533.0,898898.5,249090.75,509.0,841360.03,238082.03,601.0,799628.75,274071.18
1396089678,,,,,,,1107.0,,,992.0,0.0,259342.26,994.0,0.0,302253.76,870.0,0.0,253119.67,913.0,0.0,280541.97
1396715991,609.0,25484.6,464220.2,680.0,61343.86,454691.85,658.0,53507.91,458440.6,688.0,60437.62,493322.82,673.0,115693.53,471061.83,650.0,127303.2,430362.15,553.0,142580.87,346180.71
1396721635,794.0,882097.88,547185.15,739.0,1112307.51,351560.25,718.0,1140020.11,330920.08,703.0,1150103.99,278870.42,581.0,1013066.78,254486.03,567.0,965646.1,228555.67,639.0,867521.68,257293.93
1396738530,583.0,0.0,135980.48,473.0,0.0,117240.05,374.0,0.0,86560.41,360.0,0.0,83038.26,333.0,0.0,100024.01,345.0,0.0,86643.06,318.0,0.0,85616.33
1396741005,1325.0,376697.87,432995.6,1263.0,554581.51,368409.2,1012.0,565722.42,272995.1,1041.0,757374.5,350807.65,949.0,788443.78,306824.92,934.0,625576.66,285695.92,840.0,370687.28,172058.06
1396746749,774.0,0.0,193823.37,803.0,0.0,200124.5,754.0,0.0,194304.96,947.0,0.0,242795.72,1010.0,0.0,230640.88,933.0,0.0,193729.57,1033.0,0.0,193360.67
1396752812,890.0,,,908.0,,,971.0,,,963.0,,,863.0,,,,,,,,
1396756847,1140.0,0.0,370319.53,1201.0,0.0,393176.95,1217.0,0.0,424457.86,1296.0,0.0,434036.46,1354.0,0.0,467092.43,1395.0,0.0,443570.79,1431.0,,
1396798484,502.0,1861189.59,1027063.03,541.0,1947008.18,1155167.53,572.0,2022657.33,1355991.22,613.0,2506539.97,1617662.72,620.0,3191213.25,1527647.71,604.0,3576127.86,1419169.0,603.0,3652238.4,1339431.16
1396816153,47.0,0.0,12443.48,50.0,0.0,8864.33,44.0,0.0,8114.13,44.0,0.0,11076.67,42.0,0.0,4943.61,23.0,0.0,1916.58,35.0,0.0,7840.59
1396819983,486.0,0.0,308719.6,481.0,,,488.0,,,474.0,,,477.0,,,460.0,,,434.0,97501.95,282961.07
1396825535,286.0,0.0,140062.29,297.0,0.0,172600.59,228.0,0.0,134683.33,,,,,,,,,,,,
